,Country,Crop,Model_Type,R2
750,Haiti,Bananas,mir_0.3_lasso_8,0.5876174359545421
751,Haiti,"Beans, dry",mir_0.4_classic_linear_regression,0.7600525841910877
752,Haiti,Cassava,mir_0.4_classic_linear_regression,0.7275270715342583
753,Haiti,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.577499969982181
754,Haiti,"Cocoa, beans",mir_0.5_classic_linear_regression,0.5337249190110507
755,Haiti,"Coffee, green",mir_0.3_lasso_400,0.2510289163810455
756,Haiti,Maize,mir_0.4_classic_linear_regression,0.6767078265104242
757,Haiti,Oranges,lasso_2,0.26256445746994217
758,Haiti,Potatoes,lasso_0.8,0.549751971968284
759,Haiti,"Rice, paddy",mir_0.3_lasso_400,0.6818444328408565
760,Haiti,Sesame seed,mir_0.4_classic_linear_regression,0.8537507002415532
761,Haiti,Sugar cane,mir_0.5_classic_linear_regression,0.5250595741233477
762,Haiti,Sweet potatoes,mir_0.4_classic_linear_regression,0.5797563969710426
763,Haiti,"Tobacco, unmanufactured",mir_0.5_classic_linear_regression,0.4231531968379568
764,Haiti,Tomatoes,mir_0.4_classic_linear_regression,0.6295071393420475
765,Haiti,Yams,mir_0.4_classic_linear_regression,0.7167519556362212
766,Honduras,Avocados,mir_0.3_lasso_400,0.43321233691709615
767,Honduras,Bananas,mir_0.4_classic_linear_regression,0.9142732888209155
768,Honduras,"Beans, dry",mir_0.3_lasso_400,0.44700446370148883
769,Honduras,Cassava,mir_0.3_lasso_400,0.5499039728518723
770,Honduras,Cereals (Rice Milled Eqv),lasso_0.5,0.4291274027830043
771,Honduras,"Cocoa, beans",mir_0.2_lasso_400,0.4854863105502618
772,Honduras,"Coffee, green",mir_0.5_classic_linear_regression,-0.06936001809110826
773,Honduras,Maize,mir_0.3_lasso_400,0.4522693070243231
774,Honduras,"Oil, palm",mir_0.2_lasso_400,0.38871300444878043
775,Honduras,Oranges,mir_0.3_lasso_2,0.6145576219408093
776,Honduras,Potatoes,mir_0.2_lasso_200,0.4348727691781279
777,Honduras,"Rice, paddy",mir_0.4_classic_linear_regression,0.3145653703608262
778,Honduras,Sesame seed,mir_0.4_classic_linear_regression,0.6853882472287435
779,Honduras,Sugar cane,mir_0.3_classic_linear_regression,0.5879016065889798
780,Honduras,Sweet potatoes,mir_0.4_lasso_100,0.3663731270616384
781,Honduras,"Tobacco, unmanufactured",mir_0.3_lasso_400,0.37395249144098064
782,Honduras,Tomatoes,mir_0.3_lasso_8,0.6714647150118602
783,Honduras,Wheat,mir_0.5_classic_linear_regression,0.5721499700382751
784,Hungary,Apples,mir_0.5_classic_linear_regression,0.5353072191017612
785,Hungary,Barley,mir_0.4_classic_linear_regression,0.3506813504419838
786,Hungary,"Beans, dry",mir_0.4_lasso_400,0.4106458520048565
787,Hungary,Cereals (Rice Milled Eqv),mir_0.5_classic_linear_regression,0.4478284328390626
788,Hungary,Grapes,mir_0.3_classic_linear_regression,0.5141959963350268
789,Hungary,Maize,mir_0.3_lasso_400,0.5695964075668974
790,Hungary,"Peas, dry",mir_0.3_lasso_400,0.5394249772117653
791,Hungary,Potatoes,mir_0.4_lasso_400,0.42122032798636444
792,Hungary,Rapeseed,mir_0.4_classic_linear_regression,0.5901274639224402
793,Hungary,"Rice, paddy",mir_0.3_lasso_400,0.46696493490218727
794,Hungary,Rye,lasso_0.8,0.5538756161612703
795,Hungary,Sugar beet,mir_0.3_lasso_400,0.5048845018382739
796,Hungary,Sunflower seed,mir_0.4_classic_linear_regression,0.5966043715197648
797,Hungary,"Tobacco, unmanufactured",mir_0.4_classic_linear_regression,0.671892995527984
798,Hungary,Tomatoes,mir_0.4_lasso_200,0.3500431489295083
799,Hungary,Wheat,mir_0.3_lasso_8,0.5151275750379074
800,Iceland,Potatoes,mir_0.5_classic_linear_regression,0.5178304359590405
801,Iceland,Tomatoes,mir_0.3_lasso_400,0.6089929807910271
802,India,Apples,mir_0.5_classic_linear_regression,0.33096523434814695
803,India,Bananas,mir_0.5_classic_linear_regression,0.3417608985652375
804,India,Barley,mir_0.2_lasso_400,0.2306367135610884
805,India,"Beans, dry",mir_0.4_lasso_400,0.4766572069991385
806,India,"Cashew nuts, with shell",mir_0.3_lasso_0.02,0.43688279944635267
807,India,Cassava,mir_0.4_classic_linear_regression,0.7112989965761087
808,India,Cereals (Rice Milled Eqv),mir_0.3_lasso_400,0.46741815051886026
809,India,"Coffee, green",mir_0.2_lasso_0.5,0.4134726056728467
810,India,Grapes,mir_0.3_lasso_400,0.473670635577052
811,India,Maize,mir_0.4_classic_linear_regression,0.6319795280622427
812,India,Oranges,mir_0.3_lasso_400,0.6043842874534084
813,India,"Peas, dry",mir_0.3_lasso_2,0.6898696775493753
814,India,Potatoes,mir_0.4_lasso_0.02,0.9031222548989915
815,India,Rapeseed,mir_0.4_classic_linear_regression,0.5776367545404658
816,India,"Rice, paddy",mir_0.4_classic_linear_regression,0.5825652202231169
817,India,Sesame seed,mir_0.5_classic_linear_regression,0.6132253964271586
818,India,Soybeans,mir_0.4_classic_linear_regression,0.7041546509745416
819,India,Sugar cane,mir_0.3_lasso_400,0.61227169732662
820,India,Sweet potatoes,mir_0.5_classic_linear_regression,0.05754886835232309
821,India,Tea,lasso_2,0.4245110254821255
822,India,"Tobacco, unmanufactured",mir_0.4_lasso_200,0.3844699067050318
823,India,Tomatoes,mir_0.4_lasso_0.02,0.31096263275043
824,India,Wheat,mir_0.5_classic_linear_regression,0.5188500202870798
825,Indonesia,Avocados,mir_0.4_classic_linear_regression,0.7066289537233371
826,Indonesia,Bananas,mir_0.4_classic_linear_regression,0.5648012728716698
827,Indonesia,"Beans, dry",mir_0.3_lasso_2,0.6191758809904435
828,Indonesia,Cassava,mir_0.3_lasso_30,-0.25937568773558084
829,Indonesia,Cereals (Rice Milled Eqv),mir_0.2_lasso_100,0.5136421404916875
830,Indonesia,"Cocoa, beans",mir_0.4_classic_linear_regression,0.530050684515158
831,Indonesia,"Coffee, green",mir_0.4_classic_linear_regression,0.5221669779853446
832,Indonesia,Maize,mir_0.4_classic_linear_regression,0.4938564802019194
833,Indonesia,"Oil, palm",mir_0.5_classic_linear_regression,0.782388883693212
834,Indonesia,Oranges,mir_0.5_classic_linear_regression,0.5922157393726419
835,Indonesia,Potatoes,mir_0.3_lasso_30,0.7262103709074789
836,Indonesia,"Rice, paddy",mir_0.3_lasso_400,0.6007859203214329
837,Indonesia,Soybeans,mir_0.3_lasso_200,0.5233620554081774
838,Indonesia,Sugar cane,mir_0.5_classic_linear_regression,0.38928456552483093
839,Indonesia,Sweet potatoes,mir_0.4_classic_linear_regression,0.6416372215145123
840,Indonesia,Tea,mir_0.3_lasso_400,0.47276417981742525
841,Indonesia,"Tobacco, unmanufactured",mir_0.4_classic_linear_regression,0.6190443435883239
842,Indonesia,Tomatoes,lasso_2,0.5690769547122756
843,Iraq,Apples,lasso_0.02,0.6109002904521403
844,Iraq,Barley,mir_0.2_lasso_400,0.423315021736122
845,Iraq,"Beans, dry",mir_0.4_classic_linear_regression,0.5239512747530828
846,Iraq,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.5905258940321938
847,Iraq,Grapes,mir_0.4_classic_linear_regression,0.5482142148729787
848,Iraq,Maize,mir_0.3_lasso_400,0.5950539507246722
849,Iraq,Oranges,mir_0.3_lasso_400,0.5188477174683712
850,Iraq,Potatoes,mir_0.3_lasso_2,0.4403173186316798
851,Iraq,"Rice, paddy",mir_0.3_lasso_400,0.5508398306081859
852,Iraq,Sesame seed,mir_0.4_classic_linear_regression,0.6794034878188342
853,Iraq,Sugar beet,mir_0.4_classic_linear_regression,0.3713342009046475
854,Iraq,Sunflower seed,mir_0.3_lasso_400,0.7217256363870905
855,Iraq,"Tobacco, unmanufactured",mir_0.3_lasso_400,0.5391950214648847
856,Iraq,Tomatoes,mir_0.3_lasso_8,0.44052970145417425
857,Iraq,Wheat,mir_0.4_classic_linear_regression,0.7549532361224399
858,Ireland,Apples,mir_0.3_lasso_400,0.5726683202544423
859,Ireland,Barley,mir_0.3_lasso_2,0.638576774414694
860,Ireland,Cereals (Rice Milled Eqv),mir_0.4_lasso_400,0.5131600105773523
861,Ireland,"Peas, dry",lasso_0.5,0.42276260110385844
862,Ireland,Potatoes,lasso_0.5,0.4504530081859659
863,Ireland,Rye,mir_0.4_classic_linear_regression,0.746953873709761
864,Ireland,Sugar beet,mir_0.3_lasso_400,0.608309113653978
865,Ireland,Tomatoes,mir_0.4_classic_linear_regression,0.7124699784718775
866,Ireland,Wheat,lasso_2,0.5840607363706115
867,Israel,Apples,mir_0.4_classic_linear_regression,0.7582286005371525
868,Israel,Avocados,mir_0.3_lasso_400,0.5450409213060641
869,Israel,Bananas,mir_0.3_lasso_400,0.5621727854269913
870,Israel,Barley,mir_0.3_lasso_400,0.7090731701500543
871,Israel,Cereals (Rice Milled Eqv),mir_0.3_lasso_400,0.492191717106088
872,Israel,Grapes,mir_0.5_classic_linear_regression,0.42933127634437296
873,Israel,Maize,mir_0.3_lasso_400,0.5205728008563018
874,Israel,Oranges,lasso_0.8,0.5850190651072463
875,Israel,"Peas, dry",mir_0.5_lasso_0.02,-0.2842819355184245
876,Israel,Potatoes,lasso_0.02,0.3695340140753277
877,Israel,Sesame seed,mir_0.3_lasso_400,0.5848882712732577
878,Israel,Sunflower seed,mir_0.4_classic_linear_regression,0.45199372153504724
879,Israel,Sweet potatoes,mir_0.4_lasso_400,0.565538625283355
880,Israel,"Tobacco, unmanufactured",mir_0.3_lasso_400,0.40938023423702785
881,Israel,Tomatoes,mir_0.3_lasso_400,0.7377541751866562
882,Israel,Wheat,mir_0.4_lasso_0.02,0.6281688524100391
883,Italy,Apples,lasso_0.8,0.4655989507618331
884,Italy,Bananas,mir_0.3_lasso_8,0.622990109580038
885,Italy,Barley,mir_0.3_lasso_0.8,0.7731876004349791
886,Italy,"Beans, dry",mir_0.3_lasso_400,-0.4736035780581933
887,Italy,Cereals (Rice Milled Eqv),mir_0.5_lasso_0.02,0.6498210611547635
888,Italy,Grapes,mir_0.3_lasso_400,0.48129648976280626
889,Italy,Maize,lasso_2,0.626323593508118
890,Italy,Oranges,mir_0.3_lasso_400,0.411125325900213
891,Italy,"Peas, dry",mir_0.3_lasso_400,0.5045066435191236
892,Italy,Potatoes,mir_0.3_lasso_400,0.48259690424212687
893,Italy,Rapeseed,mir_0.4_classic_linear_regression,0.7237970543589429
894,Italy,"Rice, paddy",mir_0.5_classic_linear_regression,0.2319816020599107
895,Italy,Rye,mir_0.2_lasso_400,0.43603313669555965
896,Italy,Sesame seed,mir_0.4_classic_linear_regression,0.5309764985778862
897,Italy,Soybeans,mir_0.5_classic_linear_regression,0.6320495532295786
898,Italy,Sugar beet,mir_0.3_lasso_400,0.5827016573778506
899,Italy,Sunflower seed,mir_0.5_classic_linear_regression,0.5118714358432043
900,Italy,Sweet potatoes,mir_0.4_classic_linear_regression,0.20553800247165233
901,Italy,"Tobacco, unmanufactured",mir_0.3_lasso_400,0.5498815956350007
902,Italy,Tomatoes,mir_0.4_lasso_400,0.5616646876299075
903,Italy,Wheat,mir_0.3_lasso_8,0.6300672151744877
904,Jamaica,Avocados,mir_0.3_lasso_400,0.6899379198543366
905,Jamaica,Bananas,mir_0.3_lasso_8,0.5539382960888515
906,Jamaica,"Beans, dry",mir_0.3_lasso_0.8,0.642593386370799
907,Jamaica,Cassava,mir_0.4_lasso_400,0.319380292063456
908,Jamaica,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.6091276939980073
909,Jamaica,"Cocoa, beans",mir_0.5_classic_linear_regression,0.49462757970232774
910,Jamaica,"Coffee, green",mir_0.3_lasso_30,0.5581171547205175
911,Jamaica,Maize,mir_0.4_classic_linear_regression,0.6244499085545856
912,Jamaica,Oranges,mir_0.4_lasso_400,0.38598075829927303
913,Jamaica,"Peas, dry",mir_0.5_classic_linear_regression,0.44409479438735555
914,Jamaica,Potatoes,mir_0.4_classic_linear_regression,0.490141819305114
915,Jamaica,"Rice, paddy",mir_0.3_lasso_400,0.5605638483846707
916,Jamaica,Sugar cane,mir_0.4_classic_linear_regression,0.6126881906323371
917,Jamaica,Sweet potatoes,mir_0.4_lasso_0.02,0.1112974378980639
918,Jamaica,"Tobacco, unmanufactured",mir_0.3_lasso_400,0.7024756016762792
919,Jamaica,Tomatoes,mir_0.3_lasso_400,0.5213333676815888
920,Jamaica,Yams,mir_0.2_lasso_400,0.4677567665534864
921,Japan,Apples,lasso_0.02,0.6623835011506207
922,Japan,Bananas,mir_0.4_lasso_0.02,0.33176149842507063
923,Japan,Barley,mir_0.2_lasso_200,0.41985666084952866
924,Japan,"Beans, dry",mir_0.4_classic_linear_regression,0.6389964790251561
925,Japan,Cereals (Rice Milled Eqv),mir_0.3_lasso_400,0.4217550363579259
926,Japan,Grapes,mir_0.5_classic_linear_regression,0.5758808839050618
927,Japan,Maize,mir_0.4_classic_linear_regression,0.3984322611706892
928,Japan,Oranges,mir_0.5_classic_linear_regression,0.42669954722683157
929,Japan,"Peas, dry",mir_0.3_lasso_400,0.582357282349386
930,Japan,Potatoes,mir_0.3_lasso_400,0.4104638994332521
931,Japan,Rapeseed,lasso_200,0.5920427969368682
932,Japan,"Rice, paddy",mir_0.5_classic_linear_regression,0.5382028913678134
933,Japan,Sesame seed,lasso_200,0.4841044604371554
934,Japan,Soybeans,mir_0.4_classic_linear_regression,0.497290824976534
935,Japan,Sugar beet,mir_0.5_classic_linear_regression,0.5880107300355456
936,Japan,Sugar cane,mir_0.3_lasso_2,0.6897738769306829
937,Japan,Sweet potatoes,mir_0.3_lasso_20,0.5241992553831267
938,Japan,Tea,mir_0.3_lasso_0.02,0.5687314476664198
939,Japan,"Tobacco, unmanufactured",mir_0.3_classic_linear_regression,0.5338729372396918
940,Japan,Tomatoes,mir_0.4_lasso_400,0.581466092744304
941,Japan,Wheat,mir_0.4_classic_linear_regression,0.6979210783791165
942,Japan,Yams,mir_0.4_classic_linear_regression,0.6960799433670013
943,Jordan,Apples,mir_0.4_classic_linear_regression,0.6503657769456341
944,Jordan,Bananas,mir_0.3_lasso_400,0.07668099871159695
945,Jordan,Barley,mir_0.5_classic_linear_regression,0.4120907316514658
946,Jordan,Cereals (Rice Milled Eqv),lasso_0.8,0.5003662752616782
947,Jordan,Grapes,mir_0.4_classic_linear_regression,0.6041664471568626
948,Jordan,Maize,mir_0.4_classic_linear_regression,0.3503116898423617
949,Jordan,Oranges,mir_0.3_lasso_400,0.6080026576213737
950,Jordan,Potatoes,lasso_0.5,0.5250725040727686
951,Jordan,Sesame seed,lasso_400,0.06101707780927035
952,Jordan,"Tobacco, unmanufactured",mir_0.5_classic_linear_regression,0.47449516023125304
953,Jordan,Tomatoes,mir_0.5_classic_linear_regression,0.565822361058329
954,Jordan,Wheat,mir_0.4_lasso_400,0.40714637517573604
955,Kenya,Avocados,mir_0.3_lasso_400,0.5030164095498466
956,Kenya,Bananas,mir_0.3_lasso_400,0.6197914015262476
957,Kenya,Barley,mir_0.3_lasso_400,0.6528118343487568
958,Kenya,"Beans, dry",mir_0.4_classic_linear_regression,0.43006672718466776
959,Kenya,"Cashew nuts, with shell",mir_0.4_classic_linear_regression,0.5065732318018382
960,Kenya,Cassava,mir_0.4_lasso_400,0.5762556107865371
961,Kenya,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.44016054963228457
962,Kenya,"Coffee, green",mir_0.4_classic_linear_regression,0.7092275584567949
963,Kenya,Maize,mir_0.5_classic_linear_regression,0.7697188666083206
964,Kenya,Oranges,mir_0.3_classic_linear_regression,0.596615458120675
965,Kenya,Potatoes,mir_0.5_classic_linear_regression,0.6880640438625569
966,Kenya,"Rice, paddy",mir_0.4_classic_linear_regression,0.7132619318216338
967,Kenya,Sesame seed,mir_0.2_lasso_400,0.4519438166548414
968,Kenya,Sugar cane,mir_0.5_classic_linear_regression,0.6053548415146354
969,Kenya,Sunflower seed,mir_0.3_lasso_400,0.6609462269642311
970,Kenya,Sweet potatoes,mir_0.3_lasso_400,0.7532367733669131
971,Kenya,Tea,mir_0.3_lasso_400,0.42951599866991086
972,Kenya,"Tobacco, unmanufactured",lasso_0.8,0.4533387102547026
973,Kenya,Tomatoes,mir_0.4_classic_linear_regression,0.6192397728670693
974,Kenya,Wheat,mir_0.3_lasso_400,0.6795711661838779
975,Kiribati,Bananas,mir_0.4_classic_linear_regression,0.41981458471178046
976,Kuwait,Oranges,mir_0.3_lasso_30,0.4418464233210192
977,Kuwait,Tomatoes,mir_0.3_lasso_8,0.7374387297045548
978,Lebanon,Apples,mir_0.4_classic_linear_regression,0.37274628283759803
979,Lebanon,Bananas,mir_0.3_lasso_8,0.5514453096251335
980,Lebanon,Barley,mir_0.3_lasso_400,0.3567752808840978
981,Lebanon,"Beans, dry",lasso_0.02,0.30058801578685856
982,Lebanon,Cereals (Rice Milled Eqv),lasso_0.5,0.4695853709845864
983,Lebanon,Grapes,mir_0.2_lasso_400,0.5604985038961583
984,Lebanon,Maize,mir_0.5_classic_linear_regression,0.17960458162664128
985,Lebanon,Oranges,mir_0.3_lasso_400,0.6426632025344223
986,Lebanon,"Peas, dry",mir_0.3_lasso_400,0.7447584555660458
987,Lebanon,Potatoes,mir_0.4_lasso_0.02,0.42216599265337507
988,Lebanon,Sesame seed,mir_0.4_lasso_50,0.32538986092277755
989,Lebanon,Sugar beet,mir_0.2_lasso_400,0.48321142988219534
990,Lebanon,Sugar cane,mir_0.2_lasso_400,0.2780064277313359
991,Lebanon,"Tobacco, unmanufactured",mir_0.4_classic_linear_regression,0.7309240006636515
992,Lebanon,Tomatoes,mir_0.5_classic_linear_regression,0.7697765832444525
993,Lebanon,Wheat,mir_0.4_classic_linear_regression,0.5794199135786078
994,Lesotho,Barley,mir_0.3_lasso_400,0.6014169036840795
995,Lesotho,"Beans, dry",mir_0.5_classic_linear_regression,0.1900286829754606
996,Lesotho,Cereals (Rice Milled Eqv),mir_0.4_lasso_0.02,0.6147153138237795
997,Lesotho,Maize,mir_0.4_lasso_0.02,0.5940211870667946
998,Lesotho,"Peas, dry",mir_0.3_lasso_400,0.5721001449155019
999,Lesotho,Potatoes,mir_0.4_classic_linear_regression,0.5226062022963358
1000,Lesotho,Wheat,mir_0.5_classic_linear_regression,0.6114253467521253
1001,Liberia,Bananas,mir_0.3_lasso_400,0.43789043899756963
1002,Liberia,Cassava,lasso_0.5,0.5219925843170834
1003,Liberia,Cereals (Rice Milled Eqv),mir_0.2_lasso_400,0.39033504248443773
1004,Liberia,"Cocoa, beans",mir_0.3_lasso_2,0.6129091631255004
1005,Liberia,"Coffee, green",mir_0.3_lasso_8,0.5960608490144671
1006,Liberia,"Oil, palm",mir_0.4_classic_linear_regression,0.6261843520975271
1007,Liberia,Oranges,mir_0.3_lasso_200,0.48213162021281564
1008,Liberia,"Rice, paddy",mir_0.4_classic_linear_regression,0.6994652167662734
1009,Liberia,Soybeans,mir_0.3_lasso_400,0.5350768269054946
1010,Liberia,Sugar cane,mir_0.4_classic_linear_regression,0.34431015469485493
1011,Liberia,Sweet potatoes,mir_0.4_classic_linear_regression,0.6638480996045623
1012,Liberia,Yams,mir_0.4_lasso_0.02,0.5167377823388576
1013,Libya,Apples,mir_0.4_classic_linear_regression,0.4779096632837321
1014,Libya,Barley,mir_0.4_lasso_400,0.7264945352458454
1015,Libya,Cereals (Rice Milled Eqv),mir_0.3_lasso_400,0.614647186865739
1016,Libya,Grapes,mir_0.3_lasso_400,0.6486312552915642
1017,Libya,Maize,lasso_0.8,0.5210036499441969
1018,Libya,Oranges,mir_0.3_lasso_2,0.5182272948877806
1019,Libya,"Peas, dry",mir_0.2_lasso_400,0.41545533993232775
1020,Libya,Potatoes,mir_0.4_classic_linear_regression,0.7003911292044592
1021,Libya,"Tobacco, unmanufactured",mir_0.3_lasso_400,0.5011681754170463
1022,Libya,Tomatoes,mir_0.4_classic_linear_regression,0.6671896775070333
1023,Libya,Wheat,mir_0.4_classic_linear_regression,0.6838515884870369
1024,Liechtenstein,Grapes,mir_0.3_lasso_400,0.4700244130603446
1025,Madagascar,Apples,mir_0.5_classic_linear_regression,0.6650769226794325
1026,Madagascar,Bananas,mir_0.4_classic_linear_regression,0.6318182463205282
1027,Madagascar,"Beans, dry",mir_0.4_lasso_400,0.3721580668229779
1028,Madagascar,"Cashew nuts, with shell",mir_0.3_lasso_0.02,0.6301848092303517
1029,Madagascar,Cassava,mir_0.4_classic_linear_regression,0.5453042216208946
1030,Madagascar,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.4929982071275518
1031,Madagascar,"Cocoa, beans",mir_0.5_classic_linear_regression,0.7156627741508845
1032,Madagascar,"Coffee, green",mir_0.4_classic_linear_regression,0.7123636410171171
1033,Madagascar,Grapes,mir_0.5_classic_linear_regression,0.5986066271545398
1034,Madagascar,Maize,mir_0.3_lasso_400,0.5491789290243261
1035,Madagascar,Oranges,mir_0.4_classic_linear_regression,0.6987578076581843
1036,Madagascar,Potatoes,mir_0.4_lasso_0.02,0.7084821705390818
1037,Madagascar,"Rice, paddy",mir_0.4_lasso_0.02,0.554763801882889
1038,Madagascar,Sugar cane,lasso_2,0.5922555853120242
1039,Madagascar,Sweet potatoes,mir_0.3_classic_linear_regression,0.5063472142940791
1040,Madagascar,"Tobacco, unmanufactured",lasso_0.8,0.5646938451836586
1041,Madagascar,Tomatoes,mir_0.3_classic_linear_regression,0.6583070393807537
1042,Malawi,Bananas,mir_0.3_lasso_100,0.5495227328325766
1043,Malawi,"Beans, dry",mir_0.5_classic_linear_regression,0.5552134706055913
1044,Malawi,Cassava,mir_0.4_classic_linear_regression,0.4208610233985747
1045,Malawi,Cereals (Rice Milled Eqv),mir_0.4_lasso_0.02,0.6375607616156611
1046,Malawi,"Coffee, green",mir_0.5_classic_linear_regression,0.796764859168142
1047,Malawi,Maize,mir_0.4_classic_linear_regression,0.6489791071120019
1048,Malawi,Potatoes,mir_0.3_lasso_8,0.5922188373069113
1049,Malawi,"Rice, paddy",mir_0.2_classic_linear_regression,0.43652203677906565
1050,Malawi,Sunflower seed,mir_0.4_classic_linear_regression,0.42407732888528593
1051,Malawi,Tea,mir_0.5_classic_linear_regression,0.4418576323441198
1052,Malawi,"Tobacco, unmanufactured",mir_0.4_classic_linear_regression,0.6934078996760143
1053,Malawi,Tomatoes,mir_0.3_lasso_400,0.43080063672343105
1054,Malawi,Wheat,mir_0.4_classic_linear_regression,0.6480160935705145
1055,Malaysia,Bananas,mir_0.4_lasso_20,0.3394892450165753
1056,Malaysia,"Cashew nuts, with shell",lasso_0.5,0.5430035027835409
1057,Malaysia,Cassava,mir_0.4_lasso_100,0.6719640394025497
1058,Malaysia,Cereals (Rice Milled Eqv),lasso_0.8,0.37928005047631475
1059,Malaysia,"Cocoa, beans",mir_0.3_lasso_400,0.48856141464025993
1060,Malaysia,"Coffee, green",mir_0.5_classic_linear_regression,0.379702019143521
1061,Malaysia,Maize,mir_0.3_lasso_2,0.5555457108260204
1062,Malaysia,"Oil, palm",mir_0.5_lasso_400,-0.10779085773347963
1063,Malaysia,Oranges,mir_0.4_classic_linear_regression,0.7076444848245619
1064,Malaysia,"Rice, paddy",mir_0.5_classic_linear_regression,0.5218112764912413
1065,Malaysia,Sugar cane,mir_0.3_lasso_400,0.46515272795444906
1066,Malaysia,Sweet potatoes,lasso_0.8,0.4831564379217904
1067,Malaysia,Tea,lasso_2,0.47795616065387125
1068,Malaysia,"Tobacco, unmanufactured",mir_0.4_classic_linear_regression,0.5898895830974248
1069,Malaysia,Tomatoes,mir_0.5_classic_linear_regression,0.018630800880700682
1070,Maldives,Bananas,mir_0.3_lasso_400,0.5093031621358993
1071,Maldives,Cereals (Rice Milled Eqv),mir_0.5_classic_linear_regression,0.36287211056457724
1072,Maldives,Maize,mir_0.3_lasso_20,0.6070181175330605
1073,Maldives,Sweet potatoes,mir_0.3_lasso_8,0.8200236402198614
1074,Mali,Bananas,mir_0.4_classic_linear_regression,0.7400667342743792
1075,Mali,Cassava,mir_0.5_lasso_0.02,0.5070380910773695
1076,Mali,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.20647707536522553
1077,Mali,Maize,mir_0.2_lasso_400,0.3848054822998842
1078,Mali,Oranges,mir_0.4_classic_linear_regression,0.6837191298797287
1079,Mali,"Rice, paddy",mir_0.2_lasso_400,0.46870255857551824
1080,Mali,Sugar cane,lasso_0.5,0.6124280975524498
1081,Mali,Sweet potatoes,mir_0.4_classic_linear_regression,0.512837342563401
1082,Mali,"Tobacco, unmanufactured",mir_0.4_lasso_0.02,0.27187890276768734
1083,Mali,Tomatoes,mir_0.2_lasso_400,0.43083095339702415
1084,Mali,Wheat,mir_0.3_lasso_0.02,0.5461721384987581
1085,Mali,Yams,mir_0.5_lasso_0.02,-0.07754066867474463
1086,Malta,Apples,mir_0.3_lasso_400,0.390977164679842
1087,Malta,Barley,mir_0.3_lasso_400,0.603065357104281
1088,Malta,"Beans, dry",mir_0.4_classic_linear_regression,0.539237289777893
1089,Malta,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.6921126617838617
1090,Malta,Grapes,lasso_0.8,0.697567642338584
1091,Malta,Potatoes,mir_0.4_classic_linear_regression,0.7188204776989453
1092,Malta,Tomatoes,mir_0.4_classic_linear_regression,0.6720407871049536
1093,Malta,Wheat,mir_0.3_lasso_400,0.5193986664371861
1094,Mauritania,Cereals (Rice Milled Eqv),mir_0.3_lasso_400,0.5976191756150588
1095,Mauritania,Maize,mir_0.4_classic_linear_regression,0.7751536253362141
1096,Mauritania,Potatoes,mir_0.3_lasso_400,0.4451473686945937
1097,Mauritania,"Rice, paddy",mir_0.4_classic_linear_regression,0.722330234368687
1098,Mauritania,Sweet potatoes,mir_0.5_classic_linear_regression,0.2233185423926486
1099,Mauritania,Wheat,lasso_0.8,0.22122244529883806
1100,Mauritania,Yams,mir_0.4_classic_linear_regression,0.6942940583598953
1101,Mauritius,Bananas,lasso_8,0.5617624786067366
1102,Mauritius,Cassava,mir_0.3_lasso_400,0.5664400410245218
1103,Mauritius,Cereals (Rice Milled Eqv),lasso_0.5,0.7623500987053553
1104,Mauritius,Maize,mir_0.4_classic_linear_regression,0.6568980849242709
1105,Mauritius,Potatoes,mir_0.5_classic_linear_regression,0.7186879504226169
1106,Mauritius,Sugar cane,mir_0.2_lasso_400,0.2401325043269551
1107,Mauritius,Sweet potatoes,mir_0.2_classic_linear_regression,0.502274966954712
1108,Mauritius,Tea,mir_0.4_classic_linear_regression,0.7149082938673674
1109,Mauritius,"Tobacco, unmanufactured",lasso_2,0.5526727378660738
1110,Mauritius,Tomatoes,mir_0.4_classic_linear_regression,0.5768237055416767
1111,Mexico,Apples,mir_0.3_lasso_400,0.47556763401584967
1112,Mexico,Avocados,mir_0.3_lasso_400,0.673171657856895
1113,Mexico,Bananas,mir_0.5_classic_linear_regression,0.6018086063385362
1114,Mexico,Barley,mir_0.4_classic_linear_regression,0.6035261499338739
1115,Mexico,"Beans, dry",mir_0.4_classic_linear_regression,0.6079888742762024
1116,Mexico,Cassava,mir_0.4_classic_linear_regression,0.4457524961405033
1117,Mexico,Cereals (Rice Milled Eqv),mir_0.5_classic_linear_regression,0.5503617313978604
1118,Mexico,"Cocoa, beans",mir_0.4_classic_linear_regression,0.5304778432497728
1119,Mexico,"Coffee, green",mir_0.5_classic_linear_regression,0.5937470861700203
1120,Mexico,Grapes,mir_0.3_lasso_20,0.5078595318867558
1121,Mexico,Maize,mir_0.4_classic_linear_regression,0.6133420574915203
1122,Mexico,"Oil, palm",mir_0.4_classic_linear_regression,0.7417508744832413
1123,Mexico,Oranges,lasso_0.8,0.1403328715645138
